distance,latitude,longitude,yaw,heading,delta,precision
166.40968402375256,38.942527297186984,-92.31951677847917,101.32,149.44534664932803,250.76534664932802,2
165.54872906776995,38.94252646963222,-92.31949888472576,101.48,149.890398848823,251.37039884882302,2
165.37328782414266,38.942526285867714,-92.31949524359854,101.47,149.981230360597,251.451230360597,2
165.33877399189626,38.94252625939963,-92.31949450459861,101.47,149.999897592651,251.469897592651,2
165.33648169562326,38.94252626495135,-92.3194944392233,97.72,150.00170142572978,247.72170142572978,2
165.40040164159592,38.94252652559826,-92.31949533680083,81.99,149.9834322771884,231.9734322771884,2
165.50893617404154,38.94252691206562,-92.3194969846688,87.02,149.94815412440016,236.96815412440014,2
165.70707710575192,38.94252757679233,-92.31950007974818,89.27,149.88083881536784,239.15083881536782,2
166.0030622882978,38.94252855624999,-92.3195047232952,89.35,149.7798028431498,239.1298028431498,2
166.3901663468256,38.9425298371467,-92.31951077879282,89.44,149.6486557261768,239.0886557261768,2
166.86348273848267,38.94253138081998,-92.31951820515177,89.79,149.48812370441055,239.27812370441058,2
167.41662910937754,38.94253320238423,-92.3195268087109,90.74,149.3039262291229,240.04392622912292,2
168.0364097499817,38.942535224671815,-92.31953644292709,90.56,149.09876410397084,239.65876410397084,2
168.7246652755238,38.942537394343965,-92.31954724741291,88.84,148.86855896900863,237.70855896900864,2
169.41522870597356,38.942539507765055,-92.31955816181693,91.58,148.63638166344538,240.21638166344536,2
170.1506234089382,38.94254160992135,-92.31957002800249,94.74,148.38226166097013,243.12226166097014,2
170.92550878828175,38.94254376799623,-92.31958257057201,94.44,148.1147810460874,242.55478104608738,2
171.73957409923912,38.942545953999,-92.31959582696818,94.97,147.83283348356844,242.80283348356843,2
172.5932999933445,38.94254816416324,-92.31960980031491,95.03,147.5366603323348,242.5666603323348,2
173.4333921170672,38.94255027966256,-92.31962357389803,95.37,147.2463289309187,242.6163289309187,2
174.19244940846522,38.942552187107886,-92.31963594626728,95.18,146.9880695971541,242.1680695971541,2
174.8815606969472,38.94255390835138,-92.3196471348986,95.21,146.7563800497739,241.96638004977387,2
175.5081491647693,38.94255547141067,-92.3196572606391,95.2,146.54837841943055,241.74837841943054,2
176.07688301167738,38.94255688419866,-92.31966642142538,95.2,146.3614500476536,241.56145004765358,2
176.59336059323292,38.94255816386363,-92.31967471332923,95.2,146.19330880396797,241.39330880396795,2
177.06186472946808,38.9425593203737,-92.3196822161493,95.2,146.04198720294016,241.24198720294015,2
177.48670009635535,38.942560365285416,-92.31968900494712,95.2,145.905724825003,241.105724825003,2
177.8719396480843,38.94256131048291,-92.31969514764398,95.21,145.78298690143572,240.9929869014357,2
178.220999599517,38.94256216481731,-92.319700703005,95.21,145.6724321553516,240.88243215535158,2
178.5373793637275,38.94256293645635,-92.31970573165668,95.21,145.5726981011917,240.78269810119167,2
178.82410856985453,38.942563635327446,-92.31971028037286,95.2,145.48280462735386,240.68280462735385,2
179.08399892659543,38.942564268352655,-92.31971439639277,95.2,145.40172333212723,240.60172333212722,2
179.31948325255271,38.942564841161385,-92.31971812103514,95.2,145.32855396666906,240.52855396666905,2
179.53276499736455,38.94256535932319,-92.31972149057849,95.2,145.26252512534563,240.46252512534562,2
179.725734473525,38.942565827402184,-92.31972453642346,95.2,145.20296815862207,240.40296815862206,2
