distance,latitude,longitude,yaw,heading,delta,precision
163.41131031280256,38.94249866583288,-92.31951084166725,46.68,149.0329101960187,195.7129101960187,2
163.41303375642696,38.94249867629772,-92.31951085797422,45.47,149.0326961180786,194.5026961180786,2
163.55467849926384,38.94249982286398,-92.31951158435831,33.97,149.03680636454095,183.00680636454095,2
164.04691042491532,38.94250372697765,-92.31951428071227,38.91,149.04497215285915,187.95497215285914,2
165.06700549449053,38.94251160050562,-92.31952033434263,41.14,149.04543541827576,190.18543541827574,2
166.31013712793035,38.94252094807288,-92.31952824182278,47.48,149.02756705876686,196.50756705876685,2
167.39049212136888,38.94252882191621,-92.31953564806959,65.73,148.99380339526294,214.72380339526296,2
168.00857143148897,38.94253336062444,-92.3195398119277,88.73,148.97720015553205,237.70720015553206,2
168.31123281175397,38.942535473610874,-92.31954208482225,79.08,148.9610753552696,228.04107535526958,2
168.7906888292559,38.94253779320282,-92.31954787492991,82.76,148.8605729846954,231.6205729846954,2
169.51612720656638,38.94254044568166,-92.31955842490542,85.52,148.64816129309804,234.16816129309802,2
170.45650163881356,38.9425433555512,-92.31957312767834,87.91,148.33973117117966,236.24973117117966,2
171.5458961340878,38.94254647969013,-92.31959053482953,89.55,147.97263265738718,237.5226326573872,2
172.67780671466588,38.942549209598155,-92.31960950744859,89.22,147.56445512636805,236.78445512636804,2
173.76869720015245,38.94255160012321,-92.3196280970683,94.06,147.16404323059533,241.22404323059533,2
174.5934129159932,38.942552952989445,-92.31964292754236,105.27,146.83714052544082,252.1071405254408,2
175.197644833175,38.942553113599864,-92.31965533593365,122.74,146.5465364585039,269.2865364585039,2
175.57754943181064,38.94255360621766,-92.31966233241046,143.21,146.39164051923956,289.6016405192396,2
175.75309742534347,38.94255359318568,-92.31966602054786,132.49,146.30477459432745,278.79477459432746,2
175.89634388284162,38.94255316857374,-92.31966981953663,101.69,146.20719751955482,247.89719751955482,2
176.0548064673516,38.94255311340808,-92.31967321619477,87.8,146.12663467537152,233.92663467537153,2
176.30836473318354,38.94255340857655,-92.3196779051091,88.94,146.02316022915795,234.96316022915795,2
176.96926575156064,38.942554639205994,-92.31968919982944,88.31,145.785651402623,234.095651402623,2
177.83547236355503,38.94255608393934,-92.31970422438174,93.35,145.4685494080664,238.8185494080664,2
178.71728989527298,38.94255702469723,-92.31972038570194,92.53,145.11839793921047,237.64839793921047,2
179.61544570573767,38.94255775974367,-92.3197371164312,90.18,144.7546564466178,234.9346564466178,2
180.57636919703805,38.94255851844708,-92.31975490864794,93.31,144.37135145384627,237.68135145384628,2
181.497828449063,38.94255916345241,-92.31977196846601,93.6,144.00595047275135,237.60595047275135,2
182.45332011028148,38.942560065483505,-92.31978910061406,91.05,143.64799375111397,234.69799375111398,2
183.44064194456385,38.94256119320373,-92.31980632298298,93.14,143.2965114251906,236.4365114251906,2
184.4507210228634,38.94256201273214,-92.31982437556533,96.46,142.92459044647933,239.3845904464793,2
185.46222901169378,38.94256242447757,-92.3198429935783,96.67,142.53622442719177,239.20622442719178,2
186.135248298836,38.94256257084989,-92.31985550496853,96.69,142.27489039063983,238.96489039063982,2
186.50713169693722,38.942562661586315,-92.31986237085019,96.7,142.1324994032509,238.8324994032509,2
186.79391600648688,38.942562725884855,-92.31986766020985,96.7,142.0230733177192,238.72307331771918,2
