distance,latitude,longitude,yaw,heading,delta,precision
164.83872384077398,38.94252159166667,-92.31949333333333,97.54000000000002,97.54000000000002,52.40018654220563,2
164.82481427792757,38.94252154916454,-92.31949310665533,99.26350000000001,99.26350000000001,50.681761958352254,2
164.80746042710717,38.94252145093359,-92.31949292426913,103.3583383315,103.3583383315,46.589768378742434,2
164.80181431834072,38.942521424889925,-92.3194928517799,101.66051870636264,101.66051870636264,48.288970444413934,2
164.79956408862736,38.94252140342353,-92.3194928475285,101.99831831528485,101.99831831528485,47.95086591830676,2
164.79798132308323,38.942521382563456,-92.31949285734103,101.79990132147495,101.79990132147495,48.14862367928825,2
164.79722878691527,38.942521368773114,-92.31949287061155,101.5545865005702,101.5545865005702,48.39332612554668,2
164.79488161672808,38.942521353167976,-92.31949285109613,102.81768172720558,102.81768172720558,47.13043671239416,2
164.79425498057205,38.94252135116943,-92.31949284106886,102.32847930688676,102.32847930688676,47.61986142579731,2
164.79937395486434,38.94252135207513,-92.31949295724489,102.38333160680065,102.38333160680065,47.562002961988696,2
164.87119464893988,38.942521322614425,-92.31949467965924,83.39145192156047,83.39145192156047,66.5085043259528,2
164.86241842873903,38.94252052671632,-92.31949624077991,20.724237050021006,20.724237050021006,129.11969853632044,2
164.68860002859563,38.94251834674347,-92.31949706190997,37.37766501179426,37.37766501179426,112.40254228016289,2
164.5376176859424,38.94251645625299,-92.31949776457743,37.8036013288088,37.8036013288088,111.92147639762422,2
164.3727194971956,38.94251452840745,-92.31949822718875,55.11586407273303,55.11586407273303,94.55949816493789,2
164.18384450115963,38.942512608682435,-92.31949812074275,89.24713823229297,89.24713823229297,60.39338565484866,2
164.00734940920702,38.942510949906804,-92.31949772375296,122.84921970589103,122.84921970589103,26.769086331734044,2
163.8565739971378,38.94250944256894,-92.31949758199283,124.44612008917838,124.44612008917838,25.146243020984542,2
163.7368939731418,38.942508109254256,-92.31949776840904,106.90017743237175,106.90017743237175,42.6610613919668,2
163.61694820205452,38.94250689813102,-92.31949768058112,110.01374901474111,110.01374901474111,39.525891435612095,2
163.5072875415785,38.94250582626849,-92.31949752246601,120.57243165783528,120.57243165783528,28.9501670349522,2
163.42246488333333,38.94250486530161,-92.31949768784301,109.55664699211266,109.55664699211266,39.94262871683688,2
163.33780894629783,38.942503999270144,-92.31949764935129,109.99702181197506,109.99702181197506,39.4861152531073,2
163.25774459215435,38.94250321456281,-92.31949753778687,118.30530600915706,118.30530600915706,31.16519839263519,2
163.19613977022556,38.94250251558236,-92.31949765924794,108.50421064667131,108.50421064667131,40.94925543789549,2
163.13173643382535,38.942501872509965,-92.31949759500264,115.68919520090859,115.68919520090859,33.75318730269416,2
163.07372943332894,38.942501296226816,-92.31949753065982,115.95999245991615,115.95999245991615,33.472627293538636,2
163.02118520443076,38.94250077458504,-92.3194974714777,115.9599999749421,115.9599999749421,33.46380131361582,2
162.97391290446143,38.942500304893464,-92.31949741900205,115.95999999991673,115.95999999991673,33.45583491946465,2
162.93123555625547,38.94249988017917,-92.31949737303917,115.95999999999972,115.95999999999972,33.44858847314819,2
