distance,latitude,longitude,yaw,heading,delta,precision
164.82610659210872,38.942516188333336,-92.31950495,85.74,149.53329569674474,235.27329569674475,2
164.8254148773298,38.94251618416646,-92.319504943333,85.74,149.5333867939928,235.2733867939928,2
164.7942339118158,38.9425163595199,-92.31950384843003,74.66,149.56520174121374,224.22520174121374,2
164.78482819449033,38.94251641683993,-92.31950350823848,74.69,149.57514479021046,224.26514479021046,2
164.77974615521444,38.94251645167997,-92.31950331590843,74.71,149.58081431873495,224.29081431873493,2
164.77670972580754,38.942516475542114,-92.31950319430642,74.73,149.58443500343964,224.31443500343966,2
164.77448798155132,38.942516490439324,-92.31950311093411,74.75,149.5868888436052,224.3368888436052,2
164.77279967045703,38.94251650227394,-92.3195030464483,74.7,149.588792964072,224.288792964072,2
164.77143897234623,38.942516510724495,-92.31950299685525,74.7,149.59024462251466,224.29024462251465,2
164.7701285891239,38.94251651505778,-92.3195029574289,74.69,149.5913520291631,224.2813520291631,2
164.7740078613159,38.94251650604727,-92.31950306578044,65.33,149.58836542148936,214.91836542148934,2
164.88935692770164,38.94251664786068,-92.31950538803665,54.94,149.53095181650986,204.47095181650985,2
165.08750454614736,38.94251715265024,-92.31950879967681,40.17,149.45256649155408,189.6225664915541,2
165.34502122529614,38.94251812957827,-92.31951252645646,18.91,149.3755096126382,168.2855096126382,2
165.5928805887564,38.94251915103623,-92.31951593130741,17.2,149.3078506490798,166.50785064907978,2
165.7607831850668,38.94251969860529,-92.31951854692713,48.41,149.25135330597334,197.66135330597334,2
165.8916028395325,38.94252000178991,-92.31952084862765,81.55,149.1982179753582,230.74821797535822,2
166.0184286108068,38.94252018110765,-92.31952332362289,73.98,149.13828811140394,223.11828811140396,2
166.20278472574878,38.94252019013686,-92.31952745338349,68.36,149.03277080399437,217.39277080399438,2
166.45224065108496,38.942520080883284,-92.31953328017342,64.01,148.881878932064,212.891878932064,2
166.75117472275224,38.94252003449177,-92.3195400501466,57.78,148.70872909094123,206.48872909094123,2
167.0887047973705,38.942520127274285,-92.31954734902547,54.8,148.5255909023706,203.3255909023706,2
167.51887066953938,38.942520659479484,-92.31955573483219,44.6,148.32459572454695,192.92459572454695,2
167.9964413957676,38.9425215435141,-92.31956438627954,34.74,148.12502453555885,182.86502453555886,2
168.5346761855967,38.94252298930123,-92.31957316196957,18.95,147.93476788114486,166.88476788114485,2
169.0983731036525,38.942524904944506,-92.31958149180103,-0.31,147.7662214933739,147.4562214933739,2
169.68004871492624,38.942527268819205,-92.3195892698771,3.64,147.62141955612606,151.26141955612604,2
170.16845403784177,38.94252909203004,-92.31959610898161,35.25,147.48978031839022,182.73978031839022,2
170.56931796312335,38.94253051842115,-92.31960184860844,75.63,147.3777978338495,223.0077978338495,2
170.91221487593336,38.94253163401176,-92.31960695643187,93.95,147.2754853243914,241.2254853243914,2
171.23243605245082,38.94253244644982,-92.31961217315899,85.79,147.16482003896334,232.95482003896336,2
171.55777932484816,38.94253268623026,-92.31961862043752,86.01,147.01317490189115,233.02317490189114,2
171.88117348732396,38.942532299910354,-92.319626233308,88.28,146.82127988403857,235.10127988403858,2
172.20610342639662,38.94253140714015,-92.31963482610723,84.1,146.5962524155467,230.6962524155467,2
172.54268288418396,38.94253000638718,-92.31964458806807,82.81,146.33372988157168,229.1437298815717,2
172.88065333033563,38.94252830988923,-92.31965486918475,77.77,146.05380467497025,223.82380467497023,2
173.2574137462135,38.94252656433,-92.31966595575766,78.89,145.75491599163138,224.64491599163136,2
173.60787127039592,38.942524889063286,-92.31967627874329,77.57,145.4767480057086,223.0467480057086,2
173.9282341705389,38.94252337266193,-92.31968561518923,77.68,145.22610863265982,222.90610863265982,2
174.18094300772555,38.942522133164616,-92.31969301239921,72.2,145.0273881198392,217.2273881198392,2
174.41071160018646,38.942521010849674,-92.3196996931733,72.32,144.84835066480667,217.16835066480667,2
