(38.90762465,-92.26850036)
(38.90777169,-92.26799250)
(38.90764976,-92.26845428)
(38.90764978,-92.26845465)
(38.90765014,-92.26845666)
(38.90765015,-92.26845665)
(38.90763387,-92.26851557)
(38.90777847,-92.26796662)
(38.90777856,-92.26796548)
(38.90777855,-92.26796550)
(38.90777855,-92.26796551)
(38.90777856,-92.26796550)
(38.90763223,-92.26852707)
(38.90763225,-92.26852712)
(38.90763227,-92.26852708)
