timestamp,distance,latitude,longitude,yaw,yaw precision,heading,delta,precision
2025-07-21 16:49:36.637020,37.43094920465226,38.94129750992176,-92.31896473934209,-11.39,0.0,100.08900305221074,111.47900305221074,1
2025-07-21 16:49:37.836239,37.639482325296996,38.94129621968981,-92.31896747832667,-11.39,0.0,99.81082003677267,111.20082003677267,1
2025-07-21 16:49:39.043922,37.67488093314359,38.941296003693964,-92.31896794157537,-11.39,0.0,99.764445756802,111.154445756802,1
2025-07-21 16:49:40.215476,37.68732580340257,38.94129599109172,-92.31896809037096,-11.39,0.0,99.75902806022789,111.14902806022789,1
2025-07-21 16:49:41.437634,37.68377577916097,38.94129608094165,-92.31896802883443,-11.39,0.0,99.7753703528439,111.1653703528439,1
2025-07-21 16:49:42.613520,37.65175547063293,38.94129607530496,-92.3189676543892,-11.37443,0.0,99.78279775762454,111.15722775762454,1
2025-07-21 16:49:43.835277,37.503312527520066,38.941295113571066,-92.31896612481088,-2.4717546250699987,0.0,99.65613656976967,102.12789119483968,1
2025-07-21 16:49:45.046755,37.36240250784342,38.94129393289835,-92.31896472852813,25.66066010011514,0.0,99.48872459586275,73.82806449574761,1
2025-07-21 16:49:46.216108,37.15821228311282,38.94129290959485,-92.31896255368255,62.268193230118456,0.0,99.36348737556463,37.095294145446175,1
2025-07-21 16:49:47.438588,36.94466768370639,38.94129269914583,-92.3189600958214,101.23906482533022,0.0,99.38131708959598,-1.857747735734236,1
2025-07-21 16:49:48.636042,36.760711443502444,38.94129300669623,-92.31895787398747,141.03057867763528,0.0,99.48272711116849,-41.54785156646679,1
2025-07-21 16:49:49.831144,36.53171846758145,38.94129260230076,-92.31895527640654,161.7025221108451,0.0,99.47121641234928,-62.23130569849583,1
2025-07-21 16:49:51.050017,36.04335323784134,38.94129021985819,-92.31895005695253,169.4002118638188,0.0,99.17391911903157,-70.22629274478724,1
2025-07-21 16:49:52.220713,35.45478976883601,38.94128665509002,-92.31894388818543,169.5921233855664,0.0,98.67900182502532,-70.91312156054107,1
2025-07-21 16:49:53.429026,34.98255699884302,38.94128383374058,-92.31893890840021,172.66402707418848,0.0,98.2775053711911,-74.38652170299738,1
2025-07-21 16:49:54.637265,34.7017498979623,38.94128224999186,-92.31893592045523,172.90790046125122,0.0,98.05119709979391,-74.8567033614573,1
2025-07-21 16:49:55.834713,34.55643997688307,38.941281472834135,-92.3189343641663,172.91097750136575,0.0,97.94058596769582,-74.97039153366993,1
2025-07-21 16:49:57.044029,34.4791590565699,38.9412811330762,-92.31893352275684,172.89964500205818,0.0,97.8951140559135,-75.00453094614468,1
2025-07-21 16:49:58.235955,34.28973713408893,38.94128017055889,-92.31893148207544,173.04294009484715,0.0,97.75848366529706,-75.28445642955009,1
2025-07-21 16:49:59.427402,33.9209188358285,38.94127999646942,-92.31892720854248,173.21342504921864,0.0,97.81036666428504,-75.4030583849336,2
2025-07-21 16:50:00.645255,33.82602122087478,38.94127858755392,-92.31892634585166,173.24943163361553,0.0,97.56463862518319,-75.68479300843234,1
2025-07-21 16:50:01.839951,33.80512195803446,38.94127789844576,-92.31892621878293,173.24940834226322,0.0,97.43834983489378,-75.81105850736944,1
2025-07-21 16:50:03.039056,33.825122451437416,38.94127759904719,-92.31892650203221,173.24993039205896,0.0,97.37706017558237,-75.87287021647658,1
2025-07-21 16:50:04.226954,33.83892045591359,38.94127752787313,-92.31892667473458,173.2319761244762,0.0,97.36052351561732,-75.87145260885889,1
2025-07-21 16:50:05.435000,33.787286109783345,38.94127709544749,-92.31892614426745,173.27563646748672,0.0,97.2896237157656,-75.98601275172112,1
2025-07-21 16:50:06.640751,33.59036405325877,38.941275822653125,-92.31892405573495,173.43265431584354,0.0,97.08926182486212,-76.34339249098142,1
2025-07-21 16:50:07.836909,33.375923563345445,38.9412745471631,-92.31892175875086,173.5681004303343,0.0,96.88973949945355,-76.67836093088076,1
2025-07-21 16:50:09.046203,33.10860620492235,38.941273019411625,-92.31891887936004,173.75894844760467,0.0,96.64957911826527,-77.1093693293394,1
2025-07-21 16:50:10.237719,32.80313168928855,38.94127130052104,-92.31891557666398,173.8770593175284,0.0,96.37575658798826,-77.50130272954013,1
2025-07-21 16:50:11.434694,32.473253334700026,38.94126945717584,-92.31891199838587,174.11306594213858,0.0,96.07698036387102,-78.03608557826756,1
2025-07-21 16:50:12.637207,32.11253114682404,38.94126746255646,-92.31890807081172,174.23690161815355,0.0,95.74764109092474,-78.48926052722881,1
2025-07-21 16:50:13.842959,31.726335859334355,38.94126535248569,-92.31890384882355,174.34687725502667,0.0,95.39208590041699,-78.95479135460968,1
2025-07-21 16:50:15.221684,31.135404115472372,38.94126213953424,-92.31889735858803,174.5686792289319,0.0,94.83461517425214,-79.73406405467976,1
2025-07-21 16:50:16.242761,30.729425101993716,38.94125993580765,-92.31889287888607,174.73874697552364,0.0,94.44023325163256,-80.29851372389108,1
2025-07-21 16:50:17.431898,30.316176192107623,38.94125769521253,-92.31888830093108,174.92389021260462,0.0,94.0287123178085,-80.89517789479612,1
2025-07-21 16:50:18.636807,29.90899977416694,38.94125558835709,-92.31888376383273,175.15162204004633,0.0,93.63384581208857,-81.51777622795777,2
2025-07-21 16:50:19.838141,29.30281827554707,38.941252570377486,-92.31887696963679,175.28953545181514,0.0,93.05181235315413,-82.23772309866101,2
2025-07-21 16:50:21.048884,28.870361798491494,38.94125038806277,-92.31887210214374,175.43678065997258,0.0,92.61538824151472,-82.82139241845786,2
