timestamp,distance,latitude,longitude,yaw,yaw precision,heading,delta,precision
2025-07-22 18:12:19.407929,38.44091504577093,38.94129161742905,-92.3189778397692,101.83,0.0,98.83157460767482,-2.9984253923251742,1
2025-07-22 18:12:21.411279,40.47434485850679,38.941292137509826,-92.31900151997803,101.83,0.0,98.46733910751601,-3.362660892483987,1
2025-07-22 18:12:23.411517,41.198679712276,38.94129327164035,-92.31900977028262,101.83,0.0,98.49468874609389,-3.335311253906113,1
2025-07-22 18:12:26.403017,41.49364399292393,38.94129458496432,-92.31901296493749,101.7445,0.0,98.63776790616818,-3.1067320938318232,1
2025-07-22 18:12:29.410636,41.558784390109366,38.94129640144213,-92.31901336666803,101.61581349999999,0.0,98.90588379286872,-2.7099297071312662,1
2025-07-22 18:12:32.404315,41.47366208529895,38.9412980102964,-92.31901204095672,101.5170140305,0.0,99.17457279880156,-2.34244123169843,1
2025-07-22 18:12:35.416999,41.263093222194776,38.941298881209015,-92.31900939137516,101.45282581246148,0.0,99.35805609055568,-2.0947697219058057,1
2025-07-22 18:12:38.403955,40.962240500655774,38.941299514123315,-92.31900572964695,101.33966925367429,0.0,99.52721618958023,-1.8124530640940577,1
2025-07-22 18:12:41.410513,40.65560018264166,38.94129991286505,-92.3190020471436,101.25786655401026,0.0,99.66313270572759,-1.5947338482826723,1
2025-07-22 18:12:44.402070,39.745060608774104,38.94129857883411,-92.31899165952304,101.13674822802551,0.0,99.66972165700068,-1.4670265710248316,600
2025-07-22 18:12:47.403983,39.13740140905175,38.94130048565474,-92.31898409923058,100.97379464221274,0.0,100.13650880719976,-0.8372858350129775,1
2025-07-22 18:12:50.411659,38.55832029254628,38.94130170919213,-92.3189770072695,100.79157156227897,0.0,100.49592985690094,-0.29564170537803136,1
2025-07-22 18:12:53.402646,38.018675584166225,38.94130229426618,-92.31897051780305,100.6286590458617,0.0,100.74641922563053,0.11776017976883679,1
2025-07-22 18:12:56.404626,37.54861830637207,38.941302300109676,-92.31896498304262,100.52763005273056,0.0,100.88359372058201,0.35596366785145506,1
2025-07-22 18:12:59.413499,37.20342480024192,38.94130135814733,-92.31896115122812,100.48796710808658,0.0,100.82155534017045,0.33358823208386923,1
2025-07-22 18:13:02.405969,36.933019289370066,38.94129933929221,-92.3189584592258,100.44610271807369,0.0,100.54730661082279,0.10120389274909769,1
2025-07-22 18:13:05.414699,36.325247622998965,38.94129560443199,-92.31895218969788,100.37084323229926,0.0,100.05987634904702,-0.31096688325224875,2
2025-07-22 18:13:08.403847,35.779583214993416,38.94129221386289,-92.31894654186318,100.76640922867864,0.0,99.60205622425981,-1.1643530044188282,2
2025-07-22 18:13:11.416630,35.295687156154074,38.94128918049495,-92.31894151584672,101.38190836543677,0.0,99.17989330781242,-2.202015057624351,2
2025-07-22 18:13:14.403806,34.849735317559144,38.94128633982413,-92.31893687252519,102.14511456934481,0.0,98.77256186736143,-3.3725527019833805,2
2025-07-22 18:13:17.412663,34.43587637737772,38.941283663511975,-92.31893255207444,102.86508429728528,0.0,98.3780266322509,-4.487057665034385,2
2025-07-22 18:13:20.406281,34.0435304451542,38.94128108819886,-92.31892844506768,103.10945391396885,0.0,97.98832094470653,-5.1211329692623195,2
2025-07-22 18:13:23.410957,33.67032689941866,38.94127861473863,-92.31892452508953,103.14413269249133,0.0,97.60501481181818,-5.539117880673146,2
2025-07-22 18:13:26.405658,33.3106057223086,38.94127619153287,-92.31892073610854,103.09920751352453,0.0,97.22022296235625,-5.878984551168287,2
2025-07-22 18:13:29.405943,32.96189376487808,38.94127384469408,-92.31891704568912,103.04734817713891,0.0,96.83994223272136,-6.207405944417559,2
2025-07-22 18:13:32.406584,32.627139028700675,38.941271566427375,-92.31891349044548,103.00253042475865,0.0,96.46254498231681,-6.539985442441832,2
2025-07-22 18:13:35.419759,32.29629963230069,38.94126930698387,-92.31890996135077,102.92076793569221,0.0,96.08060790105993,-6.840160034632277,2
2025-07-22 18:13:38.406808,31.968763327859993,38.94126706073161,-92.31890645192628,102.91981340194243,0.0,95.69309607846702,-7.2267173234754125,2
2025-07-22 18:13:41.407567,31.65120851917866,38.941264873265354,-92.31890303406173,102.82255599686626,0.0,95.30803886219154,-7.514517134674719,2
2025-07-22 18:13:44.406613,31.336917236305478,38.94126270442552,-92.31889963508503,102.67810670692512,0.0,94.91871199925947,-7.759394707665649,2
2025-07-22 18:13:47.422337,31.027669215086522,38.94126054800213,-92.3188962762189,102.52851060047533,0.0,94.52355186941382,-8.004958731061507,2
2025-07-22 18:13:50.406669,30.720975547974696,38.94125839990678,-92.31889292873952,102.35524913596305,0.0,94.12204569490056,-8.233203441062486,2
2025-07-22 18:13:53.426114,30.423485080097592,38.94125630357335,-92.31888966574071,102.16607045363534,0.0,93.72238835995392,-8.443682093681417,2
2025-07-22 18:13:56.406716,30.172120730199527,38.941254514481194,-92.31888689641576,102.06353216559692,0.0,93.37493672186953,-8.688595443727394,2
2025-07-22 18:13:59.423396,29.967033922430694,38.94125305042241,-92.31888462757766,102.02836153279975,0.0,93.08630369075333,-8.942057842046424,2
2025-07-22 18:14:02.405934,29.800066491355427,38.94125185172931,-92.31888277429694,102.01629800575033,0.0,92.84699756925387,-9.169300436496457,2
2025-07-22 18:14:05.421460,29.636593703941763,38.94125069650253,-92.31888095283323,101.57866021597238,0.0,92.61409150220261,-8.964568713769765,2
2025-07-22 18:14:08.406476,29.44811092681013,38.94124938278063,-92.3188788446223,100.68014045407851,0.0,92.3463481476687,-8.333792306409805,2
