timestamp,Robot state,Time difference,distance,latitude,longitude,RTK precision,yaw,yaw precision,Speed,heading,delta,Xr,Yr,Curvature,Omega
2025-07-29 21:19:06.320056,manual,,5788.423564283758,38.941295913333335,-92.31895969666667,2,102.39000000000001,0.0,,130.71475655534795,28.324756555347932,,,,
2025-07-29 21:19:06.513377,manual,,5788.427039680697,38.94129594166667,-92.31895971833333,2,102.393,0.0,,130.71476807998138,28.321768079981382,,,,
2025-07-29 21:19:06.695043,manual,,5788.426079634772,38.941295945,-92.3189597,2,102.39510000000001,0.0,,130.7147811098551,28.319681109855082,,,,
2025-07-29 21:19:06.894347,manual,,5788.428334539862,38.941295955,-92.31895972333334,2,102.39957,0.0,,130.7147764081363,28.31520640813629,,,,
2025-07-29 21:19:07.093746,manual,,5788.426102895483,38.941295948333334,-92.31895969666667,2,102.399699,0.0,,130.71478575414488,28.315086754144886,,,,
2025-07-29 21:19:07.304440,manual,,5788.428057877045,38.94129594666666,-92.31895972833334,2,102.4027893,0.0,,130.71476666085533,28.311977360855337,,,,
2025-07-29 21:19:07.504429,manual,,5788.4303941918215,38.941295968333336,-92.31895974,2,102.40495250999999,0.0,,130.71477821418725,28.30982570418726,,,,
2025-07-29 21:19:07.695339,manual,,5788.4274185555005,38.941295933333336,-92.31895973333333,2,102.40646675699999,0.0,,130.71475274233134,28.308285985331352,,,,
2025-07-29 21:19:07.895215,manual,,5788.428022986484,38.94129594166667,-92.31895973333333,2,102.40752672989998,0.0,,130.71475969441357,28.307232964513588,,,,
2025-07-29 21:19:08.100775,manual,,5788.428339125435,38.94129594,-92.31895974,2,102.40826871092999,0.0,,130.7147545770893,28.30648586615932,,,,
2025-07-29 21:19:08.314113,manual,,5788.429599094305,38.941295948333334,-92.31895975,2,102.40878809765098,0.0,,130.71475593878694,28.305967841135953,,,,
2025-07-29 21:19:08.519369,manual,,5788.430531293315,38.941295956666664,-92.318959755,2,102.40915166835568,0.0,,130.71476009569614,28.30560842734046,,,,
2025-07-29 21:19:08.697454,manual,,5788.429385168587,38.941295933333336,-92.31895976333334,2,102.40940616784897,0.0,,130.71473597119964,28.305329803350674,,,,
2025-07-29 21:19:08.894163,manual,,5788.42793699103,38.941295945,-92.31895972833334,2,102.40958431749428,0.0,,130.71476527043808,28.3051809529438,,,,
2025-07-29 21:19:09.093736,manual,,5788.428869190107,38.94129595333333,-92.31895973333333,2,102.40970902224599,0.0,,130.71476942733636,28.305060405090373,,,,
2025-07-29 21:19:09.307428,manual,,5788.430656766394,38.94129594333333,-92.31895977166667,2,102.4097963155722,0.0,,130.71473965505876,28.30494333948657,,,,
2025-07-29 21:19:09.511738,manual,,5788.42449189795,38.94129593666667,-92.318959685,2,102.40985742090054,0.0,,130.71478254333607,28.304925122435534,,,,
2025-07-29 21:19:09.692139,manual,,5788.420102975852,38.94129591833333,-92.31895963833334,2,102.40990019463037,0.0,,130.71479333718582,28.304893142555457,,,,
2025-07-29 21:19:09.893911,manual,,5788.42217884278,38.94129591833333,-92.31895967,2,102.40993013624126,0.0,,130.71477563429767,28.30484549805641,,,,
2025-07-29 21:19:10.097504,manual,,5788.424117609629,38.94129593,-92.31895968666667,2,102.40995109536887,0.0,,130.714776049925,28.30482495455614,,,,
2025-07-29 21:19:10.306735,manual,,5788.421632562005,38.94129591833333,-92.31895966166667,2,102.4099657667582,0.0,,130.7147802929529,28.30481452619469,,,,
2025-07-29 21:19:10.507367,manual,,5788.429334061372,38.94129594166667,-92.31895975333333,2,102.40997603673074,0.0,,130.71474851366276,28.304772476932015,,,,
2025-07-29 21:19:10.694923,manual,,5788.426969900976,38.941295931666666,-92.31895972833334,2,102.40998322571151,0.0,,130.71475414708746,28.304770921375948,,,,
2025-07-29 21:19:10.894272,manual,,5788.428085722474,38.941295935,-92.31895974166666,2,102.40998825799805,0.0,,130.71474947409834,28.30476121610029,,,,
2025-07-29 21:19:11.093472,manual,,5788.428062462993,38.941295931666666,-92.318959745,2,102.40999178059863,0.0,,130.71474482979673,28.304753049198098,,,,
2025-07-29 21:19:11.306797,manual,,5788.426739758049,38.94129593,-92.31895972666666,2,102.40999424641903,0.0,,130.7147536884085,28.304759441989475,,,,
2025-07-29 21:19:11.498416,manual,,5788.42648635603,38.941295925,-92.31895972833334,2,102.40999597249332,0.0,,130.71474858541077,28.304752612917454,,,,
2025-07-29 21:19:11.698835,manual,,5788.421688254425,38.941295895,-92.31895968833334,2,102.40999718074532,0.0,,130.71474591938224,28.304748738636917,,,,
2025-07-29 21:19:11.894474,manual,,5788.422062542817,38.94129590166666,-92.31895968666667,2,102.40999802652172,0.0,,130.71475241279003,28.304754386268314,,,,
2025-07-29 21:19:12.094550,manual,,5788.420342289458,38.94129589,-92.31895967333334,2,102.4099986185652,0.0,,130.7147501336936,28.3047515151284,,,,
2025-07-29 21:19:12.316474,manual,,5788.41969838204,38.94129589166667,-92.31895966166667,2,102.40999903299563,0.0,,130.7147580462314,28.304759013235767,,,,
2025-07-29 21:19:12.532212,manual,,5788.417052973123,38.941295888333336,-92.318959625,2,102.40999932309694,0.0,,130.71477576348266,28.304776440385723,,,,
2025-07-29 21:19:12.702141,manual,,5788.424519743315,38.941295925,-92.31895969833333,2,102.40999952616785,0.0,,130.7147653565525,28.304765830384653,,,,
2025-07-29 21:19:12.894476,manual,,5788.428534377943,38.94129593666667,-92.31895974666666,2,102.4099996683175,0.0,,130.71474806932957,28.304748401012077,,,,
