timestamp,Robot state,Time difference,target lat,target lon,distance,latitude,longitude,RTK precision,yaw,yaw precision,Speed,heading,delta,Xr,Yr,Curvature,Omega
2025-08-01 20:53:46.215462,manual,0.0,0,0,5784.800297910538,38.941244335835705,-92.31896146666718,2,57.989999999999995,0.0,0.0,130.67071086623025,72.68071086623026,0,0,0.0,0.0
2025-08-01 20:53:46.637923,manual,0.0,0,0,5784.802166436462,38.94124435743915,-92.31896147128613,2,57.989999999999995,0.0,0.0,130.67072633067318,72.68072633067318,0,0,0.0,0.0
2025-08-01 20:53:47.011544,manual,0.0,0,0,5784.802446900942,38.94124435827826,-92.3189614746347,2,57.989999999999995,0.0,0.0,130.67072516012132,72.68072516012133,0,0,0.0,0.0
2025-08-01 20:53:47.413533,manual,0.0,0,0,5784.8017400695535,38.941244358465475,-92.31896146365254,2,57.989999999999995,0.0,0.0,130.67073145431175,72.68073145431175,0,0,0.0,0.0
2025-08-01 20:53:47.808844,manual,0.0,0,0,5784.801412102487,38.94124435638437,-92.31896146095188,2,57.989999999999995,0.0,0.0,130.67073122527628,72.68073122527629,0,0,0.0,0.0
2025-08-01 20:53:48.221520,manual,0.0,0,0,5784.801362008207,38.94124435938295,-92.3189614568756,2,57.989999999999995,0.0,0.0,130.6707360082596,72.68073600825961,0,0,0.0,0.0
2025-08-01 20:53:48.636211,manual,0.0,0,0,5784.800728997138,38.94124435778384,-92.3189614489922,2,57.989999999999995,0.0,0.0,130.67073907843198,72.68073907843198,0,0,0.0,0.0
2025-08-01 20:53:49.000424,manual,0.0,0,0,5784.800153476572,38.94124435783304,-92.31896144016427,2,57.989999999999995,0.0,0.0,130.67074405336194,72.68074405336195,0,0,0.0,0.0
2025-08-01 20:53:49.626534,auto,0.0,38.94123712,-92.31887569,5784.800154021448,38.94124435893846,-92.31896143895139,2,58.053,0.0,0.6,130.67074565461849,72.61774565461849,5.851448536706785,-4.605091193998998,-0.16610991023425478,-0.2934474015312415
2025-08-01 20:53:50.414319,auto,0.0,38.94123712,-92.31887569,5784.7571805851585,38.94124419051857,-92.3189609698976,2,61.255658999999994,0.0,0.6,130.67086711921593,69.41520811921593,5.920729552297418,-4.50782829745268,-0.1628093243326375,-0.2905173897274297
2025-08-01 20:53:51.231614,auto,0.0,38.94123712,-92.31887569,5784.610136044503,38.94124365605031,-92.31895931870355,2,67.585151037,0.0,0.6,130.6713435176288,63.086192480628796,6.205667073519624,-3.959305184543785,-0.14613648754353661,-0.27524017719542576
2025-08-01 20:53:52.010705,auto,0.0,38.94123712,-92.31887569,5784.386827354392,38.94124275275846,-92.31895691233524,2,75.907156805691,0.0,0.6,130.67193393353406,54.76477712784306,6.516574472532783,-3.0306314397470686,-0.11735155372937814,-0.2466476139217844
2025-08-01 20:53:52.805487,auto,0.0,38.94123712,-92.31887569,5784.10557662536,38.94124143109859,-92.31895408484414,2,84.69092478435202,0.0,0.6,130.6724102865135,45.981485502161476,6.6987399764433775,-1.8697849994556701,-0.07731302103668782,-0.20019757767120702
2025-08-01 20:53:53.410224,auto,0.0,38.94123712,-92.31887569,5783.81299431049,38.941239892422715,-92.31895132435747,2,91.95205720103274,0.0,0.6,130.6726679254947,38.72061072446195,6.658952822231629,-0.7520311087184052,-0.033492671575527634,-0.13176722257357298
2025-08-01 20:53:54.026280,auto,0.0,38.94123712,-92.31887569,5783.508928447271,38.94123813706262,-92.31894862819655,2,98.02294561995421,0.0,0.6,130.67270859346377,32.64976297350955,6.4526099373551675,0.21885873621643226,0.010500832304850386,0.07378096954387654
2025-08-01 20:53:54.806588,auto,0.0,38.94123712,-92.31887569,5783.164768657184,38.941235984104694,-92.31894576007033,2,101.66751034764428,0.0,0.6,130.67251319862459,29.005002850980304,6.133527962076547,0.9950971479701081,0.05154557169884104,0.16346627899563623
2025-08-01 20:53:55.627936,auto,0.0,38.94123712,-92.31887569,5782.795303739068,38.941233599624766,-92.31894276195108,2,102.34966604924197,0.0,0.6,130.67219700089143,28.322530951649455,5.783914847262407,1.4642599018327658,0.08226704249156679,0.20651206944783693
2025-08-01 20:53:56.408534,auto,0.0,38.94123712,-92.31887569,5782.402127605146,38.941231068150465,-92.31893956475103,2,100.34999545488998,0.0,0.6,130.67186923847393,30.321873783583953,5.477491648479621,1.6430262700088925,0.10048337453821601,0.22823361137354678
2025-08-01 20:53:57.006595,auto,0.0,38.94123712,-92.31887569,5782.0218447654515,38.94122867359325,-92.31893641284279,2,97.11818844102726,0.0,0.6,130.67163052970068,33.55344208867342,5.2264049809098045,1.6393087349958702,0.10927762472584789,0.23801159773817648
2025-08-01 20:53:57.615611,auto,0.0,38.94123712,-92.31887569,5781.652098540407,38.941226468681194,-92.31893321204926,2,92.69752863527235,0.0,0.6,130.6715776263814,37.97404899110906,5.022849535720612,1.532776914966416,0.11115769318020022,0.24005030336289054
2025-08-01 20:53:58.208957,auto,0.0,38.94123712,-92.31887569,5781.290716179802,38.94122446367951,-92.31892991790744,2,87.42350232189841,0.0,0.6,130.6717440097766,43.24824168787819,4.850006460265696,1.3417706456080887,0.10597285902225244,0.23438500403638382
2025-08-01 20:53:58.837551,auto,0.0,38.94123712,-92.31887569,5780.9389606702325,38.94122268762371,-92.31892651759057,2,81.38409129641116,0.0,0.6,130.67216116382397,49.288069867412815,4.687203160092524,1.1061673831690686,0.09538606499749643,0.2223693686070591
2025-08-01 20:53:59.613108,auto,0.0,38.94123712,-92.31887569,5780.5729572152,38.94122113135582,-92.31892265723513,2,73.59457331466903,0.0,0.6,130.67301940043203,57.07844608576299,4.52158699207167,0.7850220418744925,0.07454743115845688,0.19658430332186758
2025-08-01 20:54:00.216768,auto,0.0,38.94123712,-92.31887569,5780.2303287670475,38.94121991526339,-92.31891877737465,2,66.45177864693147,0.0,0.6,130.67417302475255,64.22239437782108,4.321887791802381,0.4491270902677529,0.047575940656930805,0.1570457501384642
2025-08-01 20:54:01.020778,auto,0.0,38.94123712,-92.31887569,5779.879663932774,38.94121909130912,-92.31891434167731,2,58.53142007589749,0.0,0.6,130.6759655496985,72.144545473801,4.086854353771009,0.14659598285144604,0.017531348015917464,0.09533231777026935
2025-08-01 20:54:01.812916,auto,0.0,38.94123712,-92.31887569,5779.571104158255,38.94121864394523,-92.31891013170154,2,50.46630708603284,0.0,0.6,130.67794683378943,80.21163974775659,3.7954671937403357,-0.16194360611980296,-0.0224426115025388,-0.10786217966885386
2025-08-01 20:54:02.641292,auto,0.0,38.94123712,-92.31887569,5779.273658449582,38.94121851731661,-92.31890573663105,2,47.32341333050927,0.0,0.6,130.68030003267484,83.35688670216557,3.4995926320754167,-0.29473867336000503,-0.047792801678692085,-0.15740326677116323
2025-08-01 20:54:03.410968,auto,0.0,38.94123712,-92.31887569,5778.956797756751,38.94121856314767,-92.31890085478261,2,47.40712077236468,0.0,0.6,130.68307004928954,83.27594927692486,3.2028218311345995,-0.15992897835127384,-0.031103558897968932,-0.12698064786693716
2025-08-01 20:54:04.197779,auto,0.0,38.94123712,-92.31887569,5778.639943731577,38.94121862726052,-92.31889595262291,2,49.06573242492109,0.0,0.5790370509597313,130.68586702089257,81.62013459597148,2.8850986578480593,0.17012437463177976,0.040735003011156075,0.14531698304390753
2025-08-01 20:54:04.827906,auto,0.0,38.94123712,-92.31887569,5778.35018082724,38.941218782522746,-92.31889136259784,2,48.169376221747925,0.0,0.5225694699234765,130.68856579621522,82.51918957446729,2.5613465844966807,0.4925048279709172,0.14478926281905433,0.2739685271073992
2025-08-01 20:54:05.642706,auto,0.0,38.94123712,-92.31887569,5778.059722261177,38.94121912880371,-92.31888655059134,2,43.83775604405954,0.0,0.47270735349857484,130.69154880129835,86.8537927572388,2.26774184916469,0.6512178726520669,0.2339675029188126,0.34826534928573133
2025-08-01 20:54:06.406810,auto,0.0,38.94123712,-92.31887569,5777.796137927785,38.94121984236548,-92.31888174209102,2,36.26228032311242,0.0,0.4263867962323674,130.69483720470245,94.43255688159003,2.008149392798877,0.704668158984394,0.31116526579993137,0.4016317639214862
